Proprietary Name	NDC Package Code	Strength	Dosage Form	Route	Appl. No.	Labeler Name	Product NDC	Nonproprietary Name	Substance Name	Product Type Name	Start Marketing Date	End Marketing Date	Market Category	Package Description	Pharm Class	DEA	Sample Package	Listing Record Certified Through:
Phentermine Hydrochloride	71335-0161-2	37.5 mg/1	TABLET	ORAL	ANDA200272	Bryant Ranch Prepack	71335-0161	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	15 TABLET in 1 BOTTLE (71335-0161-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	49999-517-60	37.5 mg/1	TABLET	ORAL	ANDA040876	Lake Erie Medical DBA Quality Care Products	49999-517	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	60 TABLET in 1 BOTTLE (49999-517-60)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	71335-0419-0	15 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0419	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	45 CAPSULE in 1 BOTTLE (71335-0419-0)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0419-7	15 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0419	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	90 CAPSULE in 1 BOTTLE (71335-0419-7)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0564-8	30 mg/1	CAPSULE	ORAL	ANDA040875	Bryant Ranch Prepack	71335-0564	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	90 CAPSULE in 1 BOTTLE (71335-0564-8)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	50090-3992-1	37.5 mg/1	CAPSULE	ORAL	ANDA201961	A-S Medication Solutions	50090-3992	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/20/2011	N/A	ANDA	30 CAPSULE in 1 BOTTLE (50090-3992-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0678-7	30 mg/1	CAPSULE	ORAL	ANDA040886	Bryant Ranch Prepack	71335-0678	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	21 CAPSULE in 1 BOTTLE (71335-0678-7)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0350-9	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	71335-0350	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	56 TABLET in 1 BOTTLE (71335-0350-9)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	50436-6746-1	30 mg/1	CAPSULE	ORAL	ANDA040875	Unit Dose Services	50436-6746	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	28 CAPSULE in 1 BOTTLE (50436-6746-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	50436-6760-1	30 mg/1	TABLET	ORAL	ANDA040526	Unit Dose Services	50436-6760	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	7 TABLET in 1 BOTTLE (50436-6760-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	50436-6760-3	30 mg/1	TABLET	ORAL	ANDA040526	Unit Dose Services	50436-6760	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	21 TABLET in 1 BOTTLE (50436-6760-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	43063-437-15	37.5 mg/1	TABLET	ORAL	ANDA200272	"PD-Rx Pharmaceuticals, Inc."	43063-437	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	"15 TABLET in 1 BOTTLE, PLASTIC (43063-437-15)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-437-30	37.5 mg/1	TABLET	ORAL	ANDA200272	"PD-Rx Pharmaceuticals, Inc."	43063-437	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	"30 TABLET in 1 BOTTLE, PLASTIC (43063-437-30)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0419-4	15 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0419	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	100 CAPSULE in 1 BOTTLE (71335-0419-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0419-5	15 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0419	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	2 CAPSULE in 1 BOTTLE (71335-0419-5)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71205-250-30	30 mg/1	CAPSULE	ORAL	ANDA091359	Proficient Rx LP	71205-250	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/19/2010	N/A	ANDA	30 CAPSULE in 1 BOTTLE (71205-250-30)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	50090-3992-2	37.5 mg/1	CAPSULE	ORAL	ANDA201961	A-S Medication Solutions	50090-3992	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/20/2011	N/A	ANDA	"28 CAPSULE in 1 BOTTLE, PLASTIC (50090-3992-2)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0161-4	37.5 mg/1	TABLET	ORAL	ANDA200272	Bryant Ranch Prepack	71335-0161	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	7 TABLET in 1 BOTTLE (71335-0161-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	76420-057-30	37.5 mg/1	TABLET	ORAL	ANDA040555	"Asclemed USA, Inc."	76420-057	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	04/15/2005	N/A	ANDA	30 TABLET in 1 BOTTLE (76420-057-30)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-961-01	15 mg/1	CAPSULE	ORAL	ANDA040886	"PD-Rx Pharmaceuticals, Inc."	43063-961	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	"100 CAPSULE in 1 BOTTLE, PLASTIC (43063-961-01)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71205-250-60	30 mg/1	CAPSULE	ORAL	ANDA091359	Proficient Rx LP	71205-250	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/19/2010	N/A	ANDA	60 CAPSULE in 1 BOTTLE (71205-250-60)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	71205-250-90	30 mg/1	CAPSULE	ORAL	ANDA091359	Proficient Rx LP	71205-250	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/19/2010	N/A	ANDA	90 CAPSULE in 1 BOTTLE (71205-250-90)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	50436-3173-4	37.5 mg/1	TABLET	ORAL	ANDA040526	Unit Dose Services	50436-3173	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/23/2003	N/A	ANDA	21 TABLET in 1 BOTTLE (50436-3173-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	63629-2949-7	30 mg/1	CAPSULE	ORAL	ANDA087022	Bryant Ranch Prepack	63629-2949	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	21 CAPSULE in 1 BOTTLE (63629-2949-7)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	66267-166-30	30 mg/1	TABLET	ORAL	ANDA040526	"NuCare Pharmaceuticals, Inc."	66267-166	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	30 TABLET in 1 BOTTLE (66267-166-30)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	71335-0678-9	30 mg/1	CAPSULE	ORAL	ANDA040886	Bryant Ranch Prepack	71335-0678	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	42 CAPSULE in 1 BOTTLE (71335-0678-9)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	49999-517-28	37.5 mg/1	TABLET	ORAL	ANDA040876	Lake Erie Medical DBA Quality Care Products	49999-517	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	28 TABLET in 1 BOTTLE (49999-517-28)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	49999-517-45	37.5 mg/1	TABLET	ORAL	ANDA040876	Lake Erie Medical DBA Quality Care Products	49999-517	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	45 TABLET in 1 BOTTLE (49999-517-45)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	70934-474-30	30 mg/1	TABLET	ORAL	ANDA040526	"Denton Pharma, Inc. DBA Northwind Pharmaceuticals"	70934-474	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/18/2019	N/A	ANDA	"30 TABLET in 1 BOTTLE, PLASTIC (70934-474-30)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-2949-0	30 mg/1	CAPSULE	ORAL	ANDA087022	Bryant Ranch Prepack	63629-2949	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	24 CAPSULE in 1 BOTTLE (63629-2949-0)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	63629-2949-3	30 mg/1	CAPSULE	ORAL	ANDA087022	Bryant Ranch Prepack	63629-2949	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	14 CAPSULE in 1 BOTTLE (63629-2949-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	63629-2949-9	30 mg/1	CAPSULE	ORAL	ANDA087022	Bryant Ranch Prepack	63629-2949	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	42 CAPSULE in 1 BOTTLE (63629-2949-9)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	50090-1534-2	15 mg/1	CAPSULE	ORAL	ANDA202248	A-S Medication Solutions	50090-1534	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	14 CAPSULE in 1 BOTTLE (50090-1534-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	50090-1534-4	15 mg/1	CAPSULE	ORAL	ANDA202248	A-S Medication Solutions	50090-1534	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	30 CAPSULE in 1 BOTTLE (50090-1534-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-8201-1	37.5 mg/1	TABLET	ORAL	ANDA200272	Bryant Ranch Prepack	63629-8201	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	30 TABLET in 1 BOTTLE (63629-8201-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	63629-1042-1	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	63629-1042	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	100 CAPSULE in 1 BOTTLE (63629-1042-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-1041-1	15 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	63629-1041	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	1000 CAPSULE in 1 BOTTLE (63629-1041-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-1045-1	37.5 mg/1	TABLET	ORAL	ANDA200272	Bryant Ranch Prepack	63629-1045	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	1000 TABLET in 1 BOTTLE (63629-1045-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-1043-1	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	63629-1043	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	1000 CAPSULE in 1 BOTTLE (63629-1043-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-1040-1	15 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	63629-1040	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	100 CAPSULE in 1 BOTTLE (63629-1040-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-1044-1	37.5 mg/1	TABLET	ORAL	ANDA200272	Bryant Ranch Prepack	63629-1044	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	100 TABLET in 1 BOTTLE (63629-1044-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	55289-791-14	15 mg/1	CAPSULE	ORAL	ANDA040886	"PD-Rx Pharmaceuticals, Inc."	55289-791	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	"14 CAPSULE in 1 BOTTLE, PLASTIC (55289-791-14)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	55289-701-30	37.5 mg/1	TABLET	ORAL	ANDA040876	"PD-Rx Pharmaceuticals, Inc."	55289-701	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	"30 TABLET in 1 BOTTLE, PLASTIC (55289-701-30)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	55289-701-56	37.5 mg/1	TABLET	ORAL	ANDA040876	"PD-Rx Pharmaceuticals, Inc."	55289-701	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	"56 TABLET in 1 BOTTLE, PLASTIC (55289-701-56)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	55289-701-60	37.5 mg/1	TABLET	ORAL	ANDA040876	"PD-Rx Pharmaceuticals, Inc."	55289-701	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	"60 TABLET in 1 BOTTLE, PLASTIC (55289-701-60)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-437-07	37.5 mg/1	TABLET	ORAL	ANDA200272	"PD-Rx Pharmaceuticals, Inc."	43063-437	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	"7 TABLET in 1 BOTTLE, PLASTIC (43063-437-07)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-437-42	37.5 mg/1	TABLET	ORAL	ANDA200272	"PD-Rx Pharmaceuticals, Inc."	43063-437	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	"42 TABLET in 1 BOTTLE, PLASTIC (43063-437-42)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	68382-670-16	37.5 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Zydus Pharmaceuticals (USA) Inc.	68382-670	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"90 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (68382-670-16)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	63629-7122-1	30 mg/1	CAPSULE	ORAL	ANDA091359	Bryant Ranch Prepack	63629-7122	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/19/2010	N/A	ANDA	30 CAPSULE in 1 BOTTLE (63629-7122-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	71335-0350-1	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	71335-0350	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	7 TABLET in 1 BOTTLE (71335-0350-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0350-3	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	71335-0350	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	15 TABLET in 1 BOTTLE (71335-0350-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0419-1	15 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0419	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	7 CAPSULE in 1 BOTTLE (71335-0419-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0419-8	15 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0419	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	21 CAPSULE in 1 BOTTLE (71335-0419-8)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	50090-1534-0	15 mg/1	CAPSULE	ORAL	ANDA202248	A-S Medication Solutions	50090-1534	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	28 CAPSULE in 1 BOTTLE (50090-1534-0)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-182-30	37.5 mg/1	CAPSULE	ORAL	ANDA040887	"PD-Rx Pharmaceuticals, Inc."	43063-182	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	"30 CAPSULE in 1 BOTTLE, PLASTIC (43063-182-30)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-437-60	37.5 mg/1	TABLET	ORAL	ANDA200272	"PD-Rx Pharmaceuticals, Inc."	43063-437	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	"60 TABLET in 1 BOTTLE, PLASTIC (43063-437-60)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	64850-810-10	37.5 mg/1	TABLET	ORAL	ANDA040190	"Elite Laboratories, Inc."	64850-810	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	05/01/2014	N/A	ANDA	1000 TABLET in 1 BOTTLE (64850-810-10)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	68382-703-10	15 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Zydus Pharmaceuticals (USA) Inc.	68382-703	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"1000 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (68382-703-10)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	68382-703-16	15 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Zydus Pharmaceuticals (USA) Inc.	68382-703	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"90 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (68382-703-16)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
